sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"FGD2","Approved symbol","FGD2","FYVE, RhoGEF and PH domain containing 2","HGNC:3664","6p21.2"
"SCUBE3","Approved symbol","SCUBE3","signal peptide, CUB domain and EGF like domain containing 3","HGNC:13655","6p21.3"
"ANO7","Approved symbol","ANO7","anoctamin 7","HGNC:31677","2q37.3"
"CRIP3","Approved symbol","CRIP3","cysteine rich protein 3","HGNC:17751","6p21.1"
"TTBK1","Approved symbol","TTBK1","tau tubulin kinase 1","HGNC:19140","6p21.1"
"TCTE1","Previous symbol","DRC5","dynein regulatory complex subunit 5","HGNC:11693","6p21.1"
"RPL7L1","Approved symbol","RPL7L1","ribosomal protein L7 like 1","HGNC:21370","6p21.1"
"NFKBIE","Approved symbol","NFKBIE","NFKB inhibitor epsilon","HGNC:7799","6p21.1"
"CYP39A1","Approved symbol","CYP39A1","cytochrome P450 family 39 subfamily A member 1","HGNC:17449","6p12.3"
"TPBG","Approved symbol","TPBG","trophoblast glycoprotein","HGNC:12004","6q14.1"
"IRAK1BP1","Approved symbol","IRAK1BP1","interleukin 1 receptor associated kinase 1 binding protein 1","HGNC:17368","6q14.1"
"PHIP","Approved symbol","PHIP","PHIP subunit of CUL4-Ring ligase complex","HGNC:15673","6q14.1"
"PRSS35","Approved symbol","PRSS35","serine protease 35","HGNC:21387","6q14.2"
"MMS22L","Approved symbol","MMS22L","MMS22 like, DNA repair protein","HGNC:21475","6q16.1"
"FAXC","Approved symbol","FAXC","failed axon connections homolog, metaxin like GST domain containing","HGNC:20742","6q16.2"
"GABRR1","Approved symbol","GABRR1","gamma-aminobutyric acid type A receptor subunit rho1","HGNC:4090","6q15"
"PNRC1","Approved symbol","PNRC1","proline rich nuclear receptor coactivator 1","HGNC:17278","6q15"
"PM20D2","Approved symbol","PM20D2","peptidase M20 domain containing 2","HGNC:21408","6q15"
"RARS2","Approved symbol","RARS2","arginyl-tRNA synthetase 2, mitochondrial","HGNC:21406","6q15"
"SCML4","Approved symbol","SCML4","Scm polycomb group protein like 4","HGNC:21397","6q21"
"TBC1D32","Approved symbol","TBC1D32","TBC1 domain family member 32","HGNC:21485","6q22.31"
"CLVS2","Approved symbol","CLVS2","clavesin 2","HGNC:23046","6q22.31"
"GPR6","Approved symbol","GPR6","G protein-coupled receptor 6","HGNC:4515","6q21"
"RNF217","Approved symbol","RNF217","ring finger protein 217","HGNC:21487","6q22.31"
"RSPO3","Approved symbol","RSPO3","R-spondin 3","HGNC:20866","6q22.33"
"ARHGAP18","Approved symbol","ARHGAP18","Rho GTPase activating protein 18","HGNC:21035","6q22.33"
"TAAR2","Approved symbol","TAAR2","trace amine associated receptor 2","HGNC:4514","6q23.2"
"TAAR6","Approved symbol","TAAR6","trace amine associated receptor 6","HGNC:20978","6q23.2"
"TAAR8","Approved symbol","TAAR8","trace amine associated receptor 8","HGNC:14964","6q23.2"
"ABRACL","Approved symbol","ABRACL","ABRA C-terminal like","HGNC:21230","6q24.1"
"TAAR1","Approved symbol","TAAR1","trace amine associated receptor 1","HGNC:17734","6q23.2"
"SLC18B1","Approved symbol","SLC18B1","solute carrier family 18 member B1","HGNC:21573","6q23.2"
"MTFR2","Approved symbol","MTFR2","mitochondrial fission regulator 2","HGNC:21115","6q23.3"
"SLC2A12","Approved symbol","SLC2A12","solute carrier family 2 member 12","HGNC:18067","6q23.2"
"SHPRH","Approved symbol","SHPRH","SNF2 histone linker PHD RING helicase","HGNC:19336","6q24.3"
"AIG1","Approved symbol","AIG1","androgen induced 1","HGNC:21607","6q24.2"
"DYNLT1","Approved symbol","DYNLT1","dynein light chain Tctex-type 1","HGNC:11697","6q25.3"
"TIAM2","Approved symbol","TIAM2","TIAM Rac1 associated GEF 2","HGNC:11806","6q25.2-q25.3"
"TMEM181","Approved symbol","TMEM181","transmembrane protein 181","HGNC:20958","6q25.3"
"PNLDC1","Approved symbol","PNLDC1","PARN like ribonuclease domain containing exonuclease 1","HGNC:21185","6q25.3"
"WTAP","Approved symbol","WTAP","WT1 associated protein","HGNC:16846","6q25.3"
"ZMYM4","Approved symbol","ZMYM4","zinc finger MYM-type containing 4","HGNC:13055","1p34.3"
"VIP","Approved symbol","VIP","vasoactive intestinal peptide","HGNC:12693","6q25.2"
"VIP","Alias symbol","CPAMD8","C3 and PZP like alpha-2-macroglobulin domain containing 8","HGNC:23228","19p13.11"
"ARMT1","Approved symbol","ARMT1","acidic residue methyltransferase 1","HGNC:17872","6q25.1"
"SLC22A3","Approved symbol","SLC22A3","solute carrier family 22 member 3","HGNC:10967","6q25.3"
"VWDE","Approved symbol","VWDE","von Willebrand factor D and EGF domains","HGNC:21897","7p21.3"
"GNA12","Approved symbol","GNA12","G protein subunit alpha 12","HGNC:4380","7p22.3-p22.2"
"C7orf50","Previous symbol","CHLSN","cholesin","HGNC:22421","7p22.3"
"SDK1","Approved symbol","SDK1","sidekick cell adhesion molecule 1","HGNC:19307","7p22.2"
"CCZ1B","Approved symbol","CCZ1B","CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated","HGNC:21717","7p22.1"
"INTS15","Approved symbol","INTS15","integrator complex subunit 15","HGNC:21702","7p22.1"
"RBAK","Approved symbol","RBAK","RB associated KRAB zinc finger","HGNC:17680","7p22.1"
"CREB5","Approved symbol","CREB5","cAMP responsive element binding protein 5","HGNC:16844","7p15.1-p14.3"
"FERD3L","Approved symbol","FERD3L","Fer3 like bHLH transcription factor","HGNC:16660","7p21.1"
"EGFR","Approved symbol","EGFR","epidermal growth factor receptor","HGNC:3236","7p11.2"
"CDCA5","Approved symbol","CDCA5","cell division cycle associated 5","HGNC:14626","11q13.1"
"IGFBP3","Approved symbol","IGFBP3","insulin like growth factor binding protein 3","HGNC:5472","7p12.3"
"PURB","Approved symbol","PURB","purine rich element binding protein B","HGNC:9702","7p13"
"IGFBP1","Approved symbol","IGFBP1","insulin like growth factor binding protein 1","HGNC:5469","7p12.3"
"SSC4D","Approved symbol","SSC4D","scavenger receptor cysteine rich family member with 4 domains","HGNC:14461","7q11.23"
"MDH2","Approved symbol","MDH2","malate dehydrogenase 2","HGNC:6971","7q11.23"
"POMZP3","Approved symbol","POMZP3","POM121 and ZP3 fusion","HGNC:9203","7q11.23"
"NIPSNAP2","Approved symbol","NIPSNAP2","nipsnap homolog 2","HGNC:4179","7p11.2"
"CCT6A","Approved symbol","CCT6A","chaperonin containing TCP1 subunit 6A","HGNC:1620","7p11.2"
"PSPH","Approved symbol","PSPH","phosphoserine phosphatase","HGNC:9577","7p11.2"
"TRIM50","Approved symbol","TRIM50","tripartite motif containing 50","HGNC:19017","7q11.23"
"ZNF92","Approved symbol","ZNF92","zinc finger protein 92","HGNC:13168","7q11.21"
"ATXN7L1","Approved symbol","ATXN7L1","ataxin 7 like 1","HGNC:22210","7q22.3"
"TMEM168","Approved symbol","TMEM168","transmembrane protein 168","HGNC:25826","7q31.1"
"ASB15","Approved symbol","ASB15","ankyrin repeat and SOCS box containing 15","HGNC:19767","7q31.32"
"TRAPPC14","Approved symbol","TRAPPC14","trafficking protein particle complex subunit 14","HGNC:25604","7q22.1"
"SLC12A9","Approved symbol","SLC12A9","solute carrier family 12 member 9","HGNC:17435","7q22.1"
"GIGYF1","Approved symbol","GIGYF1","GRB10 interacting GYF protein 1","HGNC:9126","7q22.1"
"TRIM4","Approved symbol","TRIM4","tripartite motif containing 4","HGNC:16275","7q22.1"
"MEPCE","Approved symbol","MEPCE","methylphosphate capping enzyme","HGNC:20247","7q22.1"
"ZAN","Approved symbol","ZAN","zonadhesin","HGNC:12857","7q22.1"
"TMEM209","Approved symbol","TMEM209","transmembrane protein 209","HGNC:21898","7q32.2"
"AGBL3","Approved symbol","AGBL3","AGBL carboxypeptidase 3","HGNC:27981","7q33"
"STRA8","Approved symbol","STRA8","stimulated by retinoic acid 8","HGNC:30653","7q33"
"ZC3HAV1L","Approved symbol","ZC3HAV1L","ZC3HAV1 like","HGNC:22423","7q34"
"TMEM140","Approved symbol","TMEM140","transmembrane protein 140","HGNC:21870","7q33"
"TLK2","Approved symbol","TLK2","tousled like kinase 2","HGNC:11842","17q23.2"
"EPHA1","Approved symbol","EPHA1","EPH receptor A1","HGNC:3385","7q34-q35"
"NOM1","Approved symbol","NOM1","nucleolar protein with MIF4G domain 1","HGNC:13244","7q36.3"
"CNPY1","Approved symbol","CNPY1","canopy FGF signaling regulator 1","HGNC:27786","7q36.3"
"NCAPG2","Approved symbol","NCAPG2","non-SMC condensin II complex subunit G2","HGNC:21904","7q36.3"
"ASB10","Approved symbol","ASB10","ankyrin repeat and SOCS box containing 10","HGNC:17185","7q36.1"
"NLGN4X","Approved symbol","NLGN4X","neuroligin 4 X-linked","HGNC:14287","Xp22.32-p22.31"
"SHROOM2","Approved symbol","SHROOM2","shroom family member 2","HGNC:630","Xp22.2"
"RAB19","Approved symbol","RAB19","RAB19, member RAS oncogene family","HGNC:19982","7q34"
"LUC7L2","Approved symbol","LUC7L2","LUC7 like 2, pre-mRNA splicing factor","HGNC:21608","7q34"
"DENND2A","Approved symbol","DENND2A","DENN domain containing 2A","HGNC:22212","7q34"
"CLTRN","Approved symbol","CLTRN","collectrin, amino acid transport regulator","HGNC:29437","Xp22.2"
"SH3KBP1","Approved symbol","SH3KBP1","SH3 domain containing kinase binding protein 1","HGNC:13867","Xp22.12"
"TMEM47","Approved symbol","TMEM47","transmembrane protein 47","HGNC:18515","Xp21.1"
"LANCL3","Approved symbol","LANCL3","LanC like family member 3","HGNC:24767","Xp21.1"
"SYTL5","Approved symbol","SYTL5","synaptotagmin like 5","HGNC:15589","Xp11.4"
"CASK","Approved symbol","CASK","calcium/calmodulin dependent serine protein kinase","HGNC:1497","Xp11.4"
"KDM6A","Approved symbol","KDM6A","lysine demethylase 6A","HGNC:12637","Xp11.3"
"SPIN2A","Approved symbol","SPIN2A","spindlin family member 2A","HGNC:20694","Xp11.21"
"MSN","Approved symbol","MSN","moesin","HGNC:7373","Xq12"
"AKAP4","Approved symbol","AKAP4","A-kinase anchoring protein 4","HGNC:374","Xp11.22"
"CCNB3","Approved symbol","CCNB3","cyclin B3","HGNC:18709","Xp11.22"
"HDAC8","Approved symbol","HDAC8","histone deacetylase 8","HGNC:13315","Xq13.1"
"SLC16A2","Approved symbol","SLC16A2","solute carrier family 16 member 2","HGNC:10923","Xq13.2"
"DIPK2B","Approved symbol","DIPK2B","divergent protein kinase domain 2B","HGNC:25866","Xp11.3"
"ZNF157","Approved symbol","ZNF157","zinc finger protein 157","HGNC:12942","Xp11.3"
"ZNF182","Approved symbol","ZNF182","zinc finger protein 182","HGNC:13001","Xp11.23"
"CHST7","Approved symbol","CHST7","carbohydrate sulfotransferase 7","HGNC:13817","Xp11.3"
"KRBOX4","Approved symbol","KRBOX4","KRAB box domain containing 4","HGNC:26007","Xp11.3"
"NDUFB11","Approved symbol","NDUFB11","NADH:ubiquinone oxidoreductase subunit B11","HGNC:20372","Xp11.3"
"ZNF41","Approved symbol","ZNF41","zinc finger protein 41","HGNC:13107","Xp11.3"
"RAB41","Approved symbol","RAB41","RAB41, member RAS oncogene family","HGNC:18293","Xq13.1"
"RAB41","Alias symbol","RAB43","RAB43, member RAS oncogene family","HGNC:19983","3q21.3"
"ZMYM3","Approved symbol","ZMYM3","zinc finger MYM-type containing 3","HGNC:13054","Xq13.1"
"TAF1","Approved symbol","TAF1","TATA-box binding protein associated factor 1","HGNC:11535","Xq13.1"
"GPR174","Approved symbol","GPR174","G protein-coupled receptor 174","HGNC:30245","Xq21.1"
"NONO","Approved symbol","NONO","non-POU domain containing octamer binding","HGNC:7871","Xq13.1"
"CCDC120","Approved symbol","CCDC120","coiled-coil domain containing 120","HGNC:28910","Xp11.23"
"LPAR4","Approved symbol","LPAR4","lysophosphatidic acid receptor 4","HGNC:4478","Xq21.1"
"EBP","Approved symbol","EBP","EBP cholestenol delta-isomerase","HGNC:3133","Xp11.23"
"EBP","Alias symbol","GLB1","galactosidase beta 1","HGNC:4298","3p22.3"
"EBP","Alias symbol","SH3D19","SH3 domain containing 19","HGNC:30418","4q31.3"
"AWAT2","Approved symbol","AWAT2","acyl-CoA wax alcohol acyltransferase 2","HGNC:23251","Xq13.1"
"OGT","Approved symbol","OGT","O-linked N-acetylglucosamine (GlcNAc) transferase","HGNC:8127","Xq13.1"
"SNX12","Approved symbol","SNX12","sorting nexin 12","HGNC:14976","Xq13.1"
"ITGB1BP2","Approved symbol","ITGB1BP2","integrin subunit beta 1 binding protein 2","HGNC:6154","Xq13.1"
"IL2RG","Approved symbol","IL2RG","interleukin 2 receptor subunit gamma","HGNC:6010","Xq13.1"
"GCNA","Approved symbol","GCNA","germ cell nuclear acidic peptidase","HGNC:15805","Xq13.1"
"ZNF711","Approved symbol","ZNF711","zinc finger protein 711","HGNC:13128","Xq21.1"
"CPXCR1","Approved symbol","CPXCR1","CPX chromosome region candidate 1","HGNC:2332","Xq21.31"
"DIAPH2","Approved symbol","DIAPH2","diaphanous related formin 2","HGNC:2877","Xq21.33"
"NXF3","Approved symbol","NXF3","nuclear RNA export factor 3","HGNC:8073","Xq22.1"
"RIPPLY1","Approved symbol","RIPPLY1","ripply transcriptional repressor 1","HGNC:25117","Xq22.3"
"PRPS1","Approved symbol","PRPS1","phosphoribosyl pyrophosphate synthetase 1","HGNC:9462","Xq22.3"
"RADX","Approved symbol","RADX","RPA1 related single stranded DNA binding protein, X-linked","HGNC:25486","Xq22.3"
"FRMPD3","Approved symbol","FRMPD3","FERM and PDZ domain containing 3","HGNC:29382","Xq22.3"
"HTR2C","Approved symbol","HTR2C","5-hydroxytryptamine receptor 2C","HGNC:5295","Xq23"
"DOCK11","Approved symbol","DOCK11","dedicator of cytokinesis 11","HGNC:23483","Xq24"
"IGSF1","Approved symbol","IGSF1","immunoglobulin superfamily member 1","HGNC:5948","Xq26.1"
"ARHGAP36","Approved symbol","ARHGAP36","Rho GTPase activating protein 36","HGNC:26388","Xq26.1"
"GPC3","Approved symbol","GPC3","glypican 3","HGNC:4451","Xq26.2"
"GPR119","Approved symbol","GPR119","G protein-coupled receptor 119","HGNC:19060","Xq26.1"
"RBMX","Approved symbol","RBMX","RNA binding motif protein X-linked","HGNC:9910","Xq26.3"
"MCPH1","Approved symbol","MCPH1","microcephalin 1","HGNC:6954","8p23.1"
"MFHAS1","Approved symbol","MFHAS1","multifunctional ROCO family signaling regulator 1","HGNC:16982","8p23.1"
"FBXO25","Approved symbol","FBXO25","F-box protein 25","HGNC:13596","8p23.3"
"FATE1","Approved symbol","FATE1","fetal and adult testis expressed 1","HGNC:24683","Xq28"
"MAGEA4","Approved symbol","MAGEA4","MAGE family member A4","HGNC:6802","Xq28"
"NSDHL","Approved symbol","NSDHL","NAD(P) dependent 3-beta-hydroxysteroid dehydrogenase NSDHL","HGNC:13398","Xq28"
"ZNF185","Approved symbol","ZNF185","zinc finger protein 185 with LIM domain","HGNC:12976","Xq28"
"CETN2","Approved symbol","CETN2","centrin 2","HGNC:1867","Xq28"
"RPL10","Approved symbol","RPL10","ribosomal protein L10","HGNC:10298","Xq28"
"RPL10","Alias symbol","RPL15","ribosomal protein L15","HGNC:10306","3p24.2"
"CSGALNACT1","Approved symbol","CSGALNACT1","chondroitin sulfate N-acetylgalactosaminyltransferase 1","HGNC:24290","8p21.3"
"ATP6V1B2","Approved symbol","ATP6V1B2","ATPase H+ transporting V1 subunit B2","HGNC:854","8p21.3"
"CCDC25","Approved symbol","CCDC25","coiled-coil domain containing 25","HGNC:25591","8p21.1"
"HMBOX1","Approved symbol","HMBOX1","homeobox containing 1","HGNC:26137","8p21.1-p12"
"CHRNB3","Approved symbol","CHRNB3","cholinergic receptor nicotinic beta 3 subunit","HGNC:1963","8p11.21"
"CHRNA6","Approved symbol","CHRNA6","cholinergic receptor nicotinic alpha 6 subunit","HGNC:15963","8p11.21"
"GNRH1","Approved symbol","GNRH1","gonadotropin releasing hormone 1","HGNC:4419","8p21.2"
"BIN3","Approved symbol","BIN3","bridging integrator 3","HGNC:1054","8p21.3"
"DOK2","Approved symbol","DOK2","docking protein 2","HGNC:2991","8p21.3"
"SLC25A37","Approved symbol","SLC25A37","solute carrier family 25 member 37","HGNC:29786","8p21.2"
"CHMP7","Approved symbol","CHMP7","charged multivesicular body protein 7","HGNC:28439","8p21.3"
"DOCK5","Approved symbol","DOCK5","dedicator of cytokinesis 5","HGNC:23476","8p21.2"
"STAR","Approved symbol","STAR","steroidogenic acute regulatory protein","HGNC:11359","8p11.23"
"STAR","Alias symbol","GUCY2C","guanylate cyclase 2C","HGNC:4688","12p12.3"
"PLPBP","Approved symbol","PLPBP","pyridoxal phosphate binding protein","HGNC:9457","8p11.23"
"ERLIN2","Approved symbol","ERLIN2","ER lipid raft associated 2","HGNC:1356","8p11.23"
"SNTG1","Approved symbol","SNTG1","syntrophin gamma 1","HGNC:13740","8q11.21"
"PXDNL","Approved symbol","PXDNL","peroxidasin like","HGNC:26359","8q11.22-q11.23"
"ST18","Approved symbol","ST18","ST18 C2H2C-type zinc finger transcription factor","HGNC:18695","8q11.23"
"RGS20","Approved symbol","RGS20","regulator of G protein signaling 20","HGNC:14600","8q11.23"
"TACC1","Approved symbol","TACC1","transforming acidic coiled-coil containing protein 1","HGNC:11522","8p11.22"
"GOLGA7","Approved symbol","GOLGA7","golgin A7","HGNC:24876","8p11.21"
"PLPP5","Approved symbol","PLPP5","phospholipid phosphatase 5","HGNC:25026","8p11.23"
"GINS4","Approved symbol","GINS4","GINS complex subunit 4","HGNC:28226","8p11.21"
"NSD3","Approved symbol","NSD3","nuclear receptor binding SET domain protein 3","HGNC:12767","8p11.23"
"DNAJC5B","Approved symbol","DNAJC5B","DnaJ heat shock protein family (Hsp40) member C5 beta","HGNC:24138","8q13.1"
"CRH","Approved symbol","CRH","corticotropin releasing hormone","HGNC:2355","8q13.1"
"TRIM55","Approved symbol","TRIM55","tripartite motif containing 55","HGNC:14215","8q13.1"
"ADHFE1","Approved symbol","ADHFE1","alcohol dehydrogenase iron containing 1","HGNC:16354","8q13.1"
"MRPS28","Approved symbol","MRPS28","mitochondrial ribosomal protein S28","HGNC:14513","8q21.13"
"MRPS28","Alias symbol","MRPS35","mitochondrial ribosomal protein S35","HGNC:16635","12p11.22"
"PMP2","Approved symbol","PMP2","peripheral myelin protein 2","HGNC:9117","8q21.13"
"LACTB2","Approved symbol","LACTB2","lactamase beta 2","HGNC:18512","8q13.3"
"PRDM14","Approved symbol","PRDM14","PR/SET domain 14","HGNC:14001","8q13.3"
"TERF1","Approved symbol","TERF1","telomeric repeat binding factor 1","HGNC:11728","8q21.11"
"RPL7","Approved symbol","RPL7","ribosomal protein L7","HGNC:10363","8q21.11"
"SLC26A7","Approved symbol","SLC26A7","solute carrier family 26 member 7","HGNC:14467","8q21.3"
"PSKH2","Approved symbol","PSKH2","protein serine kinase H2","HGNC:18997","8q21.3"
"ATP6V0D2","Approved symbol","ATP6V0D2","ATPase H+ transporting V0 subunit d2","HGNC:18266","8q21.3"
"SYBU","Approved symbol","SYBU","syntabulin","HGNC:26011","8q23.2"
"DPYS","Approved symbol","DPYS","dihydropyrimidinase","HGNC:3013","8q22.3"
"MTDH","Approved symbol","MTDH","metadherin","HGNC:29608","8q22.1"
"LRP12","Approved symbol","LRP12","LDL receptor related protein 12","HGNC:31708","8q22.3"
"EBAG9","Approved symbol","EBAG9","estrogen receptor binding site associated antigen 9","HGNC:3123","8q23.2"
"RSPO2","Approved symbol","RSPO2","R-spondin 2","HGNC:28583","8q23.1"
"POLR2K","Approved symbol","POLR2K","RNA polymerase II, I and III subunit K","HGNC:9198","8q22.2"
"MAL2","Approved symbol","MAL2","mal, T cell differentiation protein 2","HGNC:13634","8q24.12"
"EIF3H","Approved symbol","EIF3H","eukaryotic translation initiation factor 3 subunit H","HGNC:3273","8q23.3-q24.11"
"UTP23","Approved symbol","UTP23","UTP23 small subunit processome component","HGNC:28224","8q24.11"
"NDUFB9","Approved symbol","NDUFB9","NADH:ubiquinone oxidoreductase subunit B9","HGNC:7704","8q24.13"
"TATDN1","Approved symbol","TATDN1","TatD DNase domain containing 1","HGNC:24220","8q24.13"
"FAM83A","Approved symbol","FAM83A","family with sequence similarity 83 member A","HGNC:28210","8q24.13"
"GSDMC","Approved symbol","GSDMC","gasdermin C","HGNC:7151","8q24.21"
"FAM135B","Approved symbol","FAM135B","family with sequence similarity 135 member B","HGNC:28029","8q24.23"
