sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"GNG5","Approved symbol","GNG5","G protein subunit gamma 5","HGNC:4408","1p22.3"
"GNG7","Approved symbol","GNG7","G protein subunit gamma 7","HGNC:4410","19p13.3"
"AMY2A","Approved symbol","AMY2A","amylase alpha 2A","HGNC:477","1p21.1"
"GNG10","Approved symbol","GNG10","G protein subunit gamma 10","HGNC:4402","9q31.3"
"GNG11","Approved symbol","GNG11","G protein subunit gamma 11","HGNC:4403","7q21.3"
"GNGT1","Approved symbol","GNGT1","G protein subunit gamma transducin 1","HGNC:4411","7q21.3"
"GNGT2","Approved symbol","GNGT2","G protein subunit gamma transducin 2","HGNC:4412","17q21.32"
"GNL1","Approved symbol","GNL1","G protein nucleolar 1 (putative)","HGNC:4413","6p21.33"
"GNRH1","Approved symbol","GNRH1","gonadotropin releasing hormone 1","HGNC:4419","8p21.2"
"GNRH2","Approved symbol","GNRH2","gonadotropin releasing hormone 2","HGNC:4420","20p13"
"GNRHR","Approved symbol","GNRHR","gonadotropin releasing hormone receptor","HGNC:4421","4q13.2"
"GNS","Approved symbol","GNS","glucosamine (N-acetyl)-6-sulfatase","HGNC:4422","12q14.3"
"ABO","Approved symbol","ABO","ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase","HGNC:79","9q34.2"
"AMY2B","Approved symbol","AMY2B","amylase alpha 2B","HGNC:478","1p21.1"
"GOLGA1","Approved symbol","GOLGA1","golgin A1","HGNC:4424","9q33.3"
"GOLGA2","Approved symbol","GOLGA2","golgin A2","HGNC:4425","9q34.11"
"GOLGA3","Approved symbol","GOLGA3","golgin A3","HGNC:4426","12q24.33"
"GOLGA4","Approved symbol","GOLGA4","golgin A4","HGNC:4427","3p22.2"
"GOLGB1","Approved symbol","GOLGB1","golgin B1","HGNC:4429","3q13.33"
"GOT1","Approved symbol","GOT1","glutamic-oxaloacetic transaminase 1","HGNC:4432","10q24.2"
"GOT1","Alias symbol","GOLT1A","golgi transport 1A","HGNC:24766","1q32.1"
"GOT1","Alias symbol","GOLT1B","golgi transport 1B","HGNC:20175","12p12.1"
"GOT2","Approved symbol","GOT2","glutamic-oxaloacetic transaminase 2","HGNC:4433","16q21"
"SELENOH","Approved symbol","SELENOH","selenoprotein H","HGNC:18251","11q12.1"
"SSX7","Approved symbol","SSX7","SSX family member 7","HGNC:19653","Xp11.22"
"WFDC10B","Approved symbol","WFDC10B","WAP four-disulfide core domain 10B","HGNC:20479","20q13.12"
"SFN","Approved symbol","SFN","stratifin","HGNC:10773","1p36.11"
"SFN","Alias symbol","REXO2","RNA exonuclease 2","HGNC:17851","11q23.2"
"GP1BA","Approved symbol","GP1BA","glycoprotein Ib platelet subunit alpha","HGNC:4439","17p13.2"
"GP1BB","Approved symbol","GP1BB","glycoprotein Ib platelet subunit beta","HGNC:4440","22q11.21"
"GP2","Approved symbol","GP2","glycoprotein 2","HGNC:4441","16p12.3"
"GP5","Approved symbol","GP5","glycoprotein V platelet","HGNC:4443","3q29"
"GP9","Approved symbol","GP9","glycoprotein IX platelet","HGNC:4444","3q21.3"
"GPC1","Approved symbol","GPC1","glypican 1","HGNC:4449","2q37.3"
"GPD1","Approved symbol","GPD1","glycerol-3-phosphate dehydrogenase 1","HGNC:4455","12q13.12"
"GPD2","Approved symbol","GPD2","glycerol-3-phosphate dehydrogenase 2","HGNC:4456","2q24.1"
"GPI","Approved symbol","GPI","glucose-6-phosphate isomerase","HGNC:4458","19q13.11"
"GPI","Alias symbol","GNPDA1","glucosamine-6-phosphate deaminase 1","HGNC:4417","5q31.3"
"GPLD1","Approved symbol","GPLD1","glycosylphosphatidylinositol specific phospholipase D1","HGNC:4459","6p22.3"
"PPP2R3B","Approved symbol","PPP2R3B","protein phosphatase 2 regulatory subunit B''beta","HGNC:13417","Xp22.3 and Yp11.3"
"GPM6A","Approved symbol","GPM6A","glycoprotein M6A","HGNC:4460","4q34.2"
"SLCO4A1","Approved symbol","SLCO4A1","solute carrier organic anion transporter family member 4A1","HGNC:10953","20q13.33"
"SLCO3A1","Approved symbol","SLCO3A1","solute carrier organic anion transporter family member 3A1","HGNC:10952","15q26.1"
"SLCO1B3","Approved symbol","SLCO1B3","solute carrier organic anion transporter family member 1B3","HGNC:10961","12p12.2"
"GPM6B","Approved symbol","GPM6B","glycoprotein M6B","HGNC:4461","Xp22.2"
"CMKLR2","Approved symbol","CMKLR2","chemerin chemokine-like receptor 2","HGNC:4463","2q33.3"
"CCR10","Approved symbol","CCR10","C-C motif chemokine receptor 10","HGNC:4474","17q21.2"
"CCR10","Alias symbol","ACKR2","atypical chemokine receptor 2","HGNC:1565","3p22.1"
"IFNL2","Approved symbol","IFNL2","interferon lambda 2","HGNC:18364","19q13.2"
"IFNL3","Approved symbol","IFNL3","interferon lambda 3","HGNC:18365","19q13.2"
"IFNL1","Approved symbol","IFNL1","interferon lambda 1","HGNC:18363","19q13.2"
"AQP11","Approved symbol","AQP11","aquaporin 11","HGNC:19940","11q14.1"
"GPR3","Approved symbol","GPR3","G protein-coupled receptor 3","HGNC:4484","1p36.11"
"OR51B5","Approved symbol","OR51B5","olfactory receptor family 51 subfamily B member 5","HGNC:19599","11p15.4"
"OR10AG1","Approved symbol","OR10AG1","olfactory receptor family 10 subfamily AG member 1","HGNC:19607","11q12.1"
"OR5J2","Approved symbol","OR5J2","olfactory receptor family 5 subfamily J member 2","HGNC:19612","11q12.1"
"GPR4","Approved symbol","GPR4","G protein-coupled receptor 4","HGNC:4497","19q13.32"
"RAB40AL","Approved symbol","RAB40AL","RAB40A like","HGNC:25410","Xq22.1"
"POC1B","Approved symbol","POC1B","POC1 centriolar protein B","HGNC:30836","12q21.33"
"ZNF311","Approved symbol","ZNF311","zinc finger protein 311","HGNC:13847","6p22.1"
"XCR1","Approved symbol","XCR1","X-C motif chemokine receptor 1","HGNC:1625","3p21.31"
"C10orf53","Approved symbol","C10orf53","chromosome 10 open reading frame 53","HGNC:27421","10q11.23"
"FUOM","Approved symbol","FUOM","fucose mutarotase","HGNC:24733","10q26.3"
"JAKMIP3","Approved symbol","JAKMIP3","Janus kinase and microtubule interacting protein 3","HGNC:23523","10q26.3"
"STK32C","Approved symbol","STK32C","serine/threonine kinase 32C","HGNC:21332","10q26.3"
"BLOC1S2","Approved symbol","BLOC1S2","biogenesis of lysosomal organelles complex 1 subunit 2","HGNC:20984","10q24.31"
"RBM20","Approved symbol","RBM20","RNA binding motif protein 20","HGNC:27424","10q25.2"
"ANG","Approved symbol","ANG","angiogenin","HGNC:483","14q11.2"
"GPR6","Approved symbol","GPR6","G protein-coupled receptor 6","HGNC:4515","6q21"
"NUTM2E","Approved symbol","NUTM2E","NUT family member 2E","HGNC:23448","10q22.3"
"MKX","Approved symbol","MKX","mohawk homeobox","HGNC:23729","10p12.1"
"OR4C13","Approved symbol","OR4C13","olfactory receptor family 4 subfamily C member 13","HGNC:15169","11p11.12"
"OR4C12","Approved symbol","OR4C12","olfactory receptor family 4 subfamily C member 12","HGNC:15168","11p11.12"
"NPBWR1","Approved symbol","NPBWR1","neuropeptides B and W receptor 1","HGNC:4522","8q11.23"
"CSNK2A3","Approved symbol","CSNK2A3","casein kinase 2 alpha 3","HGNC:2458","11p15.4"
"OR51V1","Approved symbol","OR51V1","olfactory receptor family 51 subfamily V member 1","HGNC:19597","11p15.4"
"TRIM49B","Approved symbol","TRIM49B","tripartite motif containing 49B","HGNC:42955","11p11.12"
"MAJIN","Approved symbol","MAJIN","membrane anchored junction protein","HGNC:27441","11q13.1"
"SLC25A45","Approved symbol","SLC25A45","solute carrier family 25 member 45","HGNC:27442","11q13.1"
"BCL9L","Approved symbol","BCL9L","BCL9 like","HGNC:23688","11q23.3"
"FOXR1","Approved symbol","FOXR1","forkhead box R1","HGNC:29980","11q23.3"
"DRC12","Approved symbol","DRC12","dynein regulatory complex subunit 12 homolog","HGNC:27446","11q23.3"
"OR8D1","Approved symbol","OR8D1","olfactory receptor family 8 subfamily D member 1","HGNC:8481","11q24.2"
"CDH20","Approved symbol","CDH20","cadherin 20","HGNC:1760","18q21.33"
"CDH20","Alias symbol","PCDHGB4","protocadherin gamma subfamily B, 4","HGNC:8711","5q31"
"OR8D2","Approved symbol","OR8D2","olfactory receptor family 8 subfamily D member 2","HGNC:8482","11q24.2"
"OR8B4","Approved symbol","OR8B4","olfactory receptor family 8 subfamily B member 4","HGNC:8473","11q24.2"
"OR9G4","Approved symbol","OR9G4","olfactory receptor family 9 subfamily G member 4","HGNC:15322","11q12.1"
"NPBWR2","Approved symbol","NPBWR2","neuropeptides B and W receptor 2","HGNC:4530","20q13.33"
"P4HA3","Approved symbol","P4HA3","prolyl 4-hydroxylase subunit alpha 3","HGNC:30135","11q13.4"
"PGM2L1","Approved symbol","PGM2L1","phosphoglucomutase 2 like 1","HGNC:20898","11q13.4"
"KLHL35","Approved symbol","KLHL35","kelch like family member 35","HGNC:26597","11q13.4"
"KCTD21","Approved symbol","KCTD21","potassium channel tetramerization domain containing 21","HGNC:27452","11q14.1"
"CRACR2B","Approved symbol","CRACR2B","calcium release activated channel regulator 2B","HGNC:28703","11p15.5"
"TMEM80","Approved symbol","TMEM80","transmembrane protein 80","HGNC:27453","11p15.5"
"CCDC88B","Approved symbol","CCDC88B","coiled-coil domain containing 88B","HGNC:26757","11q13.1"
"TTC9C","Approved symbol","TTC9C","tetratricopeptide repeat domain 9C","HGNC:28432","11q12.3"
"SLC22A24","Approved symbol","SLC22A24","solute carrier family 22 member 24","HGNC:28542","11q12.3"
"RCOR2","Approved symbol","RCOR2","REST corepressor 2","HGNC:27455","11q13.1"
"HARBI1","Approved symbol","HARBI1","harbinger transposase derived 1","HGNC:26522","11p11.2"
"IGSF22","Approved symbol","IGSF22","immunoglobulin superfamily member 22","HGNC:26750","11p15.1"
"OR10A4","Approved symbol","OR10A4","olfactory receptor family 10 subfamily A member 4","HGNC:15130","11p15.4"
"OLFML1","Approved symbol","OLFML1","olfactomedin like 1","HGNC:24473","11p15.4"
"CXCR3","Approved symbol","CXCR3","C-X-C motif chemokine receptor 3","HGNC:4540","Xq13.1"
"OTOGL","Approved symbol","OTOGL","otogelin like","HGNC:26901","12q21.31"
"CD163L1","Approved symbol","CD163L1","CD163 molecule like 1","HGNC:30375","12p13.31"
"ZNF740","Approved symbol","ZNF740","zinc finger protein 740","HGNC:27465","12q13.13"
"RASSF3","Approved symbol","RASSF3","Ras association domain family member 3","HGNC:14271","12q14.2"
"B4GALNT3","Approved symbol","B4GALNT3","beta-1,4-N-acetyl-galactosaminyltransferase 3","HGNC:24137","12p13.33"
"OR6C6","Approved symbol","OR6C6","olfactory receptor family 6 subfamily C member 6","HGNC:31293","12q13.2"
"ANKRD52","Approved symbol","ANKRD52","ankyrin repeat domain 52","HGNC:26614","12q13.3"
"SLC39A5","Approved symbol","SLC39A5","solute carrier family 39 member 5","HGNC:20502","12q13.3"
"SPRYD4","Approved symbol","SPRYD4","SPRY domain containing 4","HGNC:27468","12q13.3"
"ADGRD1","Approved symbol","ADGRD1","adhesion G protein-coupled receptor D1","HGNC:19893","12q24.33"
"MORN3","Approved symbol","MORN3","MORN repeat containing 3","HGNC:29807","12q24.31"
"PRLHR","Approved symbol","PRLHR","prolactin releasing hormone receptor","HGNC:4464","10q26.11"
"DPY19L2","Approved symbol","DPY19L2","dpy-19 like 2","HGNC:19414","12q14.2"
"CLEC9A","Approved symbol","CLEC9A","C-type lectin domain containing 9A","HGNC:26705","12p13.2"
"GAS2L3","Approved symbol","GAS2L3","growth arrest specific 2 like 3","HGNC:27475","12q23.1"
"MYO1H","Approved symbol","MYO1H","myosin IH","HGNC:13879","12q24.11"
"HECTD4","Approved symbol","HECTD4","HECT domain E3 ubiquitin protein ligase 4","HGNC:26611","12q24.13"
"KSR2","Approved symbol","KSR2","kinase suppressor of ras 2","HGNC:18610","12q24.22-q24.23"
"KSR2","Alias symbol","CNKSR2","connector enhancer of kinase suppressor of Ras 2","HGNC:19701","Xp22.12"
"GATC","Approved symbol","GATC","glutamyl-tRNA amidotransferase subunit C","HGNC:25068","12q24.31"
"REDIC1","Approved symbol","REDIC1","regulator of DNA class I crossover intermediates 1","HGNC:26846","12q12"
"MUC19","Approved symbol","MUC19","mucin 19, oligomeric (gene/pseudogene)","HGNC:14362","12q12"
"GXYLT1","Approved symbol","GXYLT1","glucoside xylosyltransferase 1","HGNC:27482","12q12"
"TMPRSS12","Approved symbol","TMPRSS12","transmembrane serine protease 12","HGNC:28779","12q13.12"
"CHAMP1","Approved symbol","CHAMP1","chromosome alignment maintaining phosphoprotein 1","HGNC:20311","13q34"
"GPR12","Approved symbol","GPR12","G protein-coupled receptor 12","HGNC:4466","13q12.13"
"SIAH3","Approved symbol","SIAH3","siah E3 ubiquitin protein ligase family member 3","HGNC:30553","13q14.13"
"KCNRG","Approved symbol","KCNRG","potassium channel regulator","HGNC:18893","13q14.2"
"TMEM272","Approved symbol","TMEM272","transmembrane protein 272","HGNC:26737","13q14.3"
"SLC46A3","Approved symbol","SLC46A3","solute carrier family 46 member 3","HGNC:27501","13q12.3"
"GPR137C","Approved symbol","GPR137C","G protein-coupled receptor 137C","HGNC:25445","14q22.1"
"PROX2","Approved symbol","PROX2","prospero homeobox 2","HGNC:26715","14q24.3"
"ZDHHC22","Approved symbol","ZDHHC22","zDHHC palmitoyltransferase 22","HGNC:20106","14q24.3"
"TMED8","Approved symbol","TMED8","transmembrane p24 trafficking protein family member 8","HGNC:18633","14q24.3"
"SLC25A47","Approved symbol","SLC25A47","solute carrier family 25 member 47","HGNC:20115","14q32.2"
"TSSK4","Approved symbol","TSSK4","testis specific serine kinase 4","HGNC:19825","14q12"
"FAM177A1","Approved symbol","FAM177A1","family with sequence similarity 177 member A1","HGNC:19829","14q13.2"
"CEP170B","Approved symbol","CEP170B","centrosomal protein 170B","HGNC:20362","14q32.33"
"TEDC1","Approved symbol","TEDC1","tubulin epsilon and delta complex 1","HGNC:20127","14q32.33"
"SLC24A5","Approved symbol","SLC24A5","solute carrier family 24 member 5","HGNC:20611","15q21.1"
"PRTG","Approved symbol","PRTG","protogenin","HGNC:26373","15q21.3"
"REC114","Approved symbol","REC114","REC114 meiotic recombination protein","HGNC:25065","15q24.1"
"GOLGA6L2","Approved symbol","GOLGA6L2","golgin A6 family like 2","HGNC:26695","15q11.2"
"OR4N4","Approved symbol","OR4N4","olfactory receptor family 4 subfamily N member 4","HGNC:15375","15q11.2"
"UTS2R","Approved symbol","UTS2R","urotensin 2 receptor","HGNC:4468","17q25.3"
"SAXO2","Approved symbol","SAXO2","stabilizer of axonemal microtubules 2","HGNC:33727","15q25.2"
"FAM98B","Approved symbol","FAM98B","family with sequence similarity 98 member B","HGNC:26773","15q14"
"PLA2G4D","Approved symbol","PLA2G4D","phospholipase A2 group IVD","HGNC:30038","15q15.1"
"GOLGA6L1","Approved symbol","GOLGA6L1","golgin A6 family like 1","HGNC:37444","15q11.2"
"GOLGA8G","Approved symbol","GOLGA8G","golgin A8 family member G","HGNC:25328","15q13.1"
"GPR15","Approved symbol","GPR15","G protein-coupled receptor 15","HGNC:4469","3q11.2"
"FBXL22","Approved symbol","FBXL22","F-box and leucine rich repeat protein 22","HGNC:27537","15q22.31"
"NOMO2","Approved symbol","NOMO2","NODAL modulator 2","HGNC:22652","16p12.3"
"TERB1","Approved symbol","TERB1","telomere repeat binding bouquet formation protein 1","HGNC:26675","16q22.1"
"CES4A","Approved symbol","CES4A","carboxylesterase 4A","HGNC:26741","16q22.1"
"EXOC3L1","Approved symbol","EXOC3L1","exocyst complex component 3 like 1","HGNC:27540","16q22.1"
"NPW","Approved symbol","NPW","neuropeptide W","HGNC:30509","16p13.3"
"BRICD5","Approved symbol","BRICD5","BRICHOS domain containing 5","HGNC:28309","16p13.3"
"PGP","Approved symbol","PGP","phosphoglycolate phosphatase","HGNC:8909","16p13.3"
"PGP","Alias symbol","PGPEP1","pyroglutamyl-peptidase I","HGNC:13568","19p13.11"
"GREP1","Approved symbol","GREP1","glycine rich extracellular protein 1","HGNC:27549","16p13.3"
"C16orf54","Approved symbol","C16orf54","chromosome 16 open reading frame 54","HGNC:26649","16p11.2"
"INO80E","Approved symbol","INO80E","INO80 complex subunit E","HGNC:26905","16p11.2"
"NUDT7","Approved symbol","NUDT7","nudix hydrolase 7","HGNC:8054","16q23.1"
"ZNF843","Approved symbol","ZNF843","zinc finger protein 843","HGNC:28710","16p11.2"
"NHLRC4","Approved symbol","NHLRC4","NHL repeat containing 4","HGNC:26700","16p13.3"
"UQCC4","Approved symbol","UQCC4","ubiquinol-cytochrome c reductase complex assembly factor 4","HGNC:27558","16p13.3"
"TMEM114","Approved symbol","TMEM114","transmembrane protein 114","HGNC:33227","16p13.2"
"CLEC18C","Approved symbol","CLEC18C","C-type lectin domain family 18 member C","HGNC:28538","16q22.1"
"FADS6","Approved symbol","FADS6","fatty acid desaturase 6","HGNC:30459","17q25.1"
"FADS6","Alias symbol","FADS1","fatty acid desaturase 1","HGNC:3574","11q12.2"
"HID1","Approved symbol","HID1","HID1 domain containing","HGNC:15736","17q25.1"
"TSEN54","Approved symbol","TSEN54","tRNA splicing endonuclease subunit 54","HGNC:27561","17q25.1"
"UBALD2","Approved symbol","UBALD2","UBA like domain containing 2","HGNC:28438","17q25.1"
"TMEM235","Approved symbol","TMEM235","transmembrane protein 235","HGNC:27563","17q25.3"
"ANGPT1","Approved symbol","ANGPT1","angiopoietin 1","HGNC:484","8q23.1"
"GPR17","Approved symbol","GPR17","G protein-coupled receptor 17","HGNC:4471","2q14.3"
"CCDC57","Approved symbol","CCDC57","coiled-coil domain containing 57","HGNC:27564","17q25.3"
"HEXD","Approved symbol","HEXD","hexosaminidase D","HGNC:26307","17q25.3"
"VMO1","Approved symbol","VMO1","vitelline membrane outer layer 1 homolog","HGNC:30387","17p13.2"
"C17orf58","Approved symbol","C17orf58","chromosome 17 open reading frame 58","HGNC:27568","17q24.2"
"MILR1","Approved symbol","MILR1","mast cell immunoglobulin like receptor 1","HGNC:27570","17q23.3"
"RNF227","Approved symbol","RNF227","ring finger protein 227","HGNC:27571","17p13.1"
"CDRT4","Approved symbol","CDRT4","CMT1A duplicated region transcript 4","HGNC:14383","17p12"
"KANSL1","Approved symbol","KANSL1","KAT8 regulatory NSL complex subunit 1","HGNC:24565","17q21.31"
"CFAP97D1","Approved symbol","CFAP97D1","CFAP97 domain containing 1","HGNC:37241","17q21.31"
"FAM171A2","Approved symbol","FAM171A2","family with sequence similarity 171 member A2","HGNC:30480","17q21.31"
"MEIOC","Approved symbol","MEIOC","meiosis specific with coiled-coil domain","HGNC:26670","17q21.31"
"TTLL6","Approved symbol","TTLL6","tubulin tyrosine ligase like 6","HGNC:26664","17q21.32"
"NEK8","Approved symbol","NEK8","NIMA related kinase 8","HGNC:13387","17q11.2"
"NEK8","Alias symbol","NEK9","NIMA related kinase 9","HGNC:18591","14q24.3"
"PIGW","Approved symbol","PIGW","phosphatidylinositol glycan anchor biosynthesis class W","HGNC:23213","17q12"
"C17orf78","Approved symbol","C17orf78","chromosome 17 open reading frame 78","HGNC:26831","17q12"
"GPR18","Approved symbol","GPR18","G protein-coupled receptor 18","HGNC:4472","13q32.3"
"CISD3","Approved symbol","CISD3","CDGSH iron sulfur domain 3","HGNC:27578","17q12"
"GSDMA","Approved symbol","GSDMA","gasdermin A","HGNC:13311","17q21.1"
"SLC13A5","Approved symbol","SLC13A5","solute carrier family 13 member 5","HGNC:23089","17p13.1"
"TMEM102","Approved symbol","TMEM102","transmembrane protein 102","HGNC:26722","17p13.1"
"CAVIN1","Approved symbol","CAVIN1","caveolae associated protein 1","HGNC:9688","17q21.2"
"SLC26A11","Approved symbol","SLC26A11","solute carrier family 26 member 11","HGNC:14471","17q25.3"
"ENDOV","Approved symbol","ENDOV","endonuclease V","HGNC:26640","17q25.3"
"GDPD1","Approved symbol","GDPD1","glycerophosphodiester phosphodiesterase domain containing 1","HGNC:20883","17q22"
"NDUFAF8","Approved symbol","NDUFAF8","NADH:ubiquinone oxidoreductase complex assembly factor 8","HGNC:33551","17q25.3"
"LGALS9B","Approved symbol","LGALS9B","galectin 9B","HGNC:24842","17p11.2"
"GPR19","Approved symbol","GPR19","G protein-coupled receptor 19","HGNC:4473","12p13.1"
"METRNL","Approved symbol","METRNL","meteorin like, glial cell differentiation regulator","HGNC:27584","17q25.3"
"LAMA1","Approved symbol","LAMA1","laminin subunit alpha 1","HGNC:6481","18p11.31"
